"C01903V02345","Type of Worker","TLIST(A1)","Year","STATISTIC","Statistic Label","UNIT","VALUE"
"08","All employees (clerical and operatives)","1979","1979","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1979","1979","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1979","1979","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"08","All employees (clerical and operatives)","1980","1980","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1980","1980","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1980","1980","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"08","All employees (clerical and operatives)","1981","1981","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1981","1981","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1981","1981","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"08","All employees (clerical and operatives)","1982","1982","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1982","1982","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1982","1982","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"08","All employees (clerical and operatives)","1983","1983","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1983","1983","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1983","1983","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"08","All employees (clerical and operatives)","1984","1984","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1984","1984","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1984","1984","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"08","All employees (clerical and operatives)","1985","1985","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1985","1985","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1985","1985","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"08","All employees (clerical and operatives)","1986","1986","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","5.17"
"08","All employees (clerical and operatives)","1986","1986","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","227.05"
"08","All employees (clerical and operatives)","1986","1986","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44"
"08","All employees (clerical and operatives)","1987","1987","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","5.17"
"08","All employees (clerical and operatives)","1987","1987","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","229.98"
"08","All employees (clerical and operatives)","1987","1987","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.6"
"08","All employees (clerical and operatives)","1988","1988","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","5.37"
"08","All employees (clerical and operatives)","1988","1988","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","239.56"
"08","All employees (clerical and operatives)","1988","1988","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.6"
"08","All employees (clerical and operatives)","1989","1989","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","5.5"
"08","All employees (clerical and operatives)","1989","1989","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","248.49"
"08","All employees (clerical and operatives)","1989","1989","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.2"
"08","All employees (clerical and operatives)","1990","1990","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","5.74"
"08","All employees (clerical and operatives)","1990","1990","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","262.37"
"08","All employees (clerical and operatives)","1990","1990","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.8"
"08","All employees (clerical and operatives)","1991","1991","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","6.07"
"08","All employees (clerical and operatives)","1991","1991","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","276.62"
"08","All employees (clerical and operatives)","1991","1991","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.5"
"08","All employees (clerical and operatives)","1992","1992","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","6.67"
"08","All employees (clerical and operatives)","1992","1992","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","307.77"
"08","All employees (clerical and operatives)","1992","1992","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.1"
"08","All employees (clerical and operatives)","1993","1993","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","7.09"
"08","All employees (clerical and operatives)","1993","1993","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","320.6"
"08","All employees (clerical and operatives)","1993","1993","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.3"
"08","All employees (clerical and operatives)","1994","1994","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","7.51"
"08","All employees (clerical and operatives)","1994","1994","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","342.62"
"08","All employees (clerical and operatives)","1994","1994","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.6"
"08","All employees (clerical and operatives)","1995","1995","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","7.92"
"08","All employees (clerical and operatives)","1995","1995","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","360.64"
"08","All employees (clerical and operatives)","1995","1995","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.6"
"08","All employees (clerical and operatives)","1996","1996","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","8.23"
"08","All employees (clerical and operatives)","1996","1996","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","379.41"
"08","All employees (clerical and operatives)","1996","1996","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.1"
"08","All employees (clerical and operatives)","1997","1997","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","8.96"
"08","All employees (clerical and operatives)","1997","1997","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","420.08"
"08","All employees (clerical and operatives)","1997","1997","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.9"
"08","All employees (clerical and operatives)","1998","1998","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","9.75"
"08","All employees (clerical and operatives)","1998","1998","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","443.36"
"08","All employees (clerical and operatives)","1998","1998","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.5"
"08","All employees (clerical and operatives)","1999","1999","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","10.51"
"08","All employees (clerical and operatives)","1999","1999","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","480.03"
"08","All employees (clerical and operatives)","1999","1999","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.7"
"08","All employees (clerical and operatives)","2000","2000","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","11.82"
"08","All employees (clerical and operatives)","2000","2000","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","539.74"
"08","All employees (clerical and operatives)","2000","2000","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.7"
"08","All employees (clerical and operatives)","2001","2001","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","13.16"
"08","All employees (clerical and operatives)","2001","2001","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","586.69"
"08","All employees (clerical and operatives)","2001","2001","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.6"
"08","All employees (clerical and operatives)","2002","2002","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","14.54"
"08","All employees (clerical and operatives)","2002","2002","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","644.68"
"08","All employees (clerical and operatives)","2002","2002","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.4"
"08","All employees (clerical and operatives)","2003","2003","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","15.3"
"08","All employees (clerical and operatives)","2003","2003","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","671.59"
"08","All employees (clerical and operatives)","2003","2003","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","43.9"
"08","All employees (clerical and operatives)","2004","2004","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","15.99"
"08","All employees (clerical and operatives)","2004","2004","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","703.87"
"08","All employees (clerical and operatives)","2004","2004","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.1"
"08","All employees (clerical and operatives)","2005","2005","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","17.13"
"08","All employees (clerical and operatives)","2005","2005","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","754.36"
"08","All employees (clerical and operatives)","2005","2005","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.1"
"08","All employees (clerical and operatives)","2006","2006","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","17.49"
"08","All employees (clerical and operatives)","2006","2006","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","767"
"08","All employees (clerical and operatives)","2006","2006","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","43.9"
"08","All employees (clerical and operatives)","2007","2007","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","18.48"
"08","All employees (clerical and operatives)","2007","2007","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","811.38"
"08","All employees (clerical and operatives)","2007","2007","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44"
"08","All employees (clerical and operatives)","2008","2008","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","19.03"
"08","All employees (clerical and operatives)","2008","2008","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","821.5"
"08","All employees (clerical and operatives)","2008","2008","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","43.2"
